id,title,genres,overview,director,cast,runtime,release_date,rating,poster_url,trailer_url
815,Ice,Thriller | Action | Science Fiction,"It is 2020. Findings by environmental scientist Professor Thom Archer suggest that Halo, the corporate energy company drilling on the Greenland Glacier are causing it to melt. Archer's warnings are ignored, so he heads to the Arctic to find indisputable evidence. Upon arrival, he realizes humankind is under immediate threat, and races home to save his family. The glacier collapses, with devastating consequences. Astonishing weather patterns emerge and plunge the world's temperatures into steep decline.",Nick Copus,"Richard Roxburgh, Frances O'Connor, Claire Forlani, Ben Cross, Stephen Moyer",184,02/01/2011,5.6,/static/posters/Ice.jpg,https://www.youtube.com/embed/dtDcdAEXRtc
816,Largo Winch II,Action | Adventure | Thriller,"Propelled to the head of the W Group after the death of his adoptive father, Largo Winch decides, to everyone's surprise, to sell it, and use the proceeds to create an ambitious humanitarian foundation. But on the very same day, he finds himself accused of crimes against humanity by a mysterious witness. To prove his innocence, Largo will have to retrace the steps of his past life, in the heart of the Burmese jungle.",Jérôme Salle,"Tomer Sisley, Sharon Stone, Ulrich Tukur, Olivier Barthélémy, Napakpapha Nakprasitte",119,16/02/2011,5.859,/static/posters/Largo_Winch_II.jpg,https://www.youtube.com/embed/xjJLhYYGhAc
817,Late Autumn,Drama | Romance,Anna learns in prison that her mother has passed away in Seattle. Prison officials grants Anna a three day furlough to attend her mother's funeral. Anna embarks on a long trip to Seattle. Hoon is a Korean immigrant who works as a gigolo. Hoon is now on the run from a wealthy client's furious husband. These two seemingly lost souls are about to share three memorable days together.,Kim Tae-yong,"Hyun Bin, Tang Wei, Jun Kim, John Wu, Danni Lang",113,17/02/2011,6.9,/static/posters/Late_Autumn.jpg,https://www.youtube.com/embed/fG11unGWCs0
818,From Prada to Nada,Comedy | Drama | Romance,Two spoiled Beverly Hills sisters who have been left penniless after their father's sudden death are forced to move in with their estranged aunt in East Los Angeles.,Angel Gracia,"Camilla Belle, Alexa PenaVega, April Bowlby, Wilmer Valderrama, Nicholas D'Agosto",107,28/01/2011,5.449,/static/posters/From_Prada_to_Nada.jpg,https://www.youtube.com/embed/k106g-XDZ8g
819,The Billionaire,Drama,"Inspired by a true story, this uplifting drama focuses on a young Thai entrepreneur's incredible business success, despite obstacles and self-doubt.",Songyos Sugmakanan,"Pachara Chirathivat, Somboonsuk Niyomsiri, Walanlak Kumsuwan, Thanom Assawarungrueng, Karnsiree Kulkaweewu",124,20/10/2011,7.3,/static/posters/The_Billionaire.jpg,https://www.youtube.com/embed/3jocFB7TZaQ
820,Sector 7,Horror | Science Fiction | Action,"In Sector 7, an underwater oil field located south of Jeju Island, Hae-jun is working as a marine equipment manager on an oil prospecting ship called Eclipse. Joining the crew later is Jeong-man, a former colleague of Hae-jun's father, assigned to Eclipse as captain. Though his job is to oversee the withdrawal of the ship, he suggests conducting some drilling one last time.",Kim Ji-hoon,"Ha Ji-won, Oh Ji-ho, Ahn Sung-ki, Park Cheol-min, Song Sae-byuk",101,04/08/2011,4.851,/static/posters/Sector_7.jpg,https://www.youtube.com/embed/JxYo_rgyHOQ
821,Blind,Thriller,A blind witness and a runaway help the police find the suspect in a hit and run until the culprit realizes that they are close on his trail. The killer tracks her down and Soo-ah realizes that in order to save Gi-sub she would have to risk her life.,Ahn Sang-hoon,"Kim Ha-neul, Yoo Seung-ho, Jo Hee-bong, Yang Yeong-Jo, Kim Mi-kyeong",111,10/08/2011,7.3,/static/posters/Blind.jpg,https://www.youtube.com/embed/NPrVJzFSucA
822,Tyrannosaur,Drama | Romance,"The story of Joseph, a man plagued by violence and a rage that is driving him to self-destruction. As Joseph's life spirals into turmoil a chance of redemption appears in the form of Hannah, a Christian charity shop worker. Their relationship develops to reveal that Hannah is hiding a secret of her own with devastating results on both of their lives.",Paddy Considine,"Peter Mullan, Olivia Colman, Eddie Marsan, Ned Dennehy, Samuel Bottomley",93,07/10/2011,7.246,/static/posters/Tyrannosaur.jpg,https://www.youtube.com/embed/nvyqXFmV-LI
823,Shaitan,Action | Crime | Drama | Thriller,Five substance-abusing friends decide to fake a kidnapping in order to bribe a police constable for covering-up a hit-and-run accident.,Bejoy Nambiar,"Rajeev Khandelwal, Kalki Koechlin, Shiv Panditt, Neil Bhoopalam, Gulshan Devaiah",126,01/06/2011,6.2,/static/posters/Shaitan.jpg,https://www.youtube.com/embed/-PYV3VH4xUM
824,The River Murders,Thriller | Mystery,"The sins of the past are not forgotten in this chilling suspense thriller. When the first body was discovered, it seemed a coincidence. But now homicide detective Jack Verdon has cause to worry: the victims of a series of brutal sex murders are all his former girlfriends. Suspected by the FBI agent who’s taken over the case and suspended by his captain, Jack must work outside the law if he’s to find the killer, save his future and protect what’s left of his past.",Rich Cowan,"Ray Liotta, Christian Slater, Ving Rhames, Gisele Fraga, Sarah Ann Schultz",93,30/06/2011,5.214,/static/posters/The_River_Murders.jpg,https://www.youtube.com/embed/4sUilxblafQ
825,Lucky Trouble,Romance | Comedy,"Who said you have to win to be a champion? Slava Kolotiloff, a schoolteacher from a sleepy seaside town by the name of ""Fingers"" comes to conquer Moscow with the manuscript to his first novel in hand. But instead, quite by accident, he conquers the heart of a beauty named Nadia (Milla Jovovich). As their wedding approaches, Slava needs only to quit his job and tie up loose ends back in ""Fingers"" before returning to Moscow to start a new life with his new bride. But due to a number of bizarre circumstances he is unable to leave and back in the big city, the wedding goes on regardless as Nadia has to fend off the attentions of her ex-boyfriend Danya, who seems ready to do whatever it takes to win her back.",Levan Gabriadze,"Konstantin Khabenskiy, Milla Jovovich, Ivan Urgant, Sergey Garmash, Vladimir Menshov",90,12/01/2011,5.94,/static/posters/Lucky_Trouble.jpg,https://www.youtube.com/embed/wUP3UjHp8Js
826,Mega Python vs. Gatoroid,Action | Science Fiction | Adventure,"A fanatical animal rights activist releases giant pythons into the Everglades, believing the wild animals should be set free. When they start decimating the native animal population, an over-zealous park ranger feeds experimental steroids to wild alligators so they can fight back. The giant pythons and gargantuan alligators go on a killing spree, and it is now left up to the two feuding women to put aside their differences to put a stop to the creatures and the destruction.",Mary Lambert,"Tiffany, Debbie Gibson, A Martinez, Kathryn Joosten, Kevin M. Horton",90,29/01/2011,4.1,/static/posters/Mega_Python_vs._Gatoroid.jpg,https://www.youtube.com/embed/fEukHDd9tEQ
827,"Leafie, a Hen Into the Wild",Animation | Family | Adventure | Drama,"Based on a bestselling preteen novel of the same title that has sold more than 1 million copies in Korea, “Leafie, A Hen into the Wild” is about a laying hen named Leafie who is destined to live the “same old” repetitive life confined on the chicken farm.  Her fate changes when she escapes from the chicken farm and hatches a duck egg. With the duckling (who believes Leafie to be his mother), sets off on a journey into the wild with her new son to find her freedom.",Oh Sung-yoon,"Moon So-ri, Yoo Seung-ho, Choi Min-sik, Park Cheol-min, Kim Sang-hyun",93,28/07/2011,7.8,"/static/posters/Leafie,_a_Hen_Into_the_Wild.jpg",https://www.youtube.com/embed/wENxx-3jYnI
828,The Heineken Kidnapping,Thriller | Crime | Drama,"On a cold November day in 1983, beer magnate Alfred Heineken and his chauffeur Ab Doderer are abducted. What follows is the most infamous kidnapping case the Netherlands have ever known.",Maarten Treurniet,"Rutger Hauer, Reinout Scholten van Aschat, Gijs Naber, Teun Kuilboer, Korneel Evers",120,27/10/2011,6.061,/static/posters/The_Heineken_Kidnapping.jpg,https://www.youtube.com/embed/YJ3MeOIAueI
829,The Great Magician,Drama | Mystery,"In the years after the Revolution, China broken up into fiefdoms held by warlords, who are busy fighting each other. One warlord has imprisoned a girl and wants her to be his seventh wife, but he's too honorable to force her. The local revolutionaries wants to kill him and bring back the republic. But when a stranger returns from abroad with mastery of magic to recover the girl he loved, who is tricking whom and who will win at the end?",Derek Yee,"Tony Leung, Sean Lau, Zhou Xun, Yan Ni, Wu Gang",128,22/12/2011,6.134,/static/posters/The_Great_Magician.jpg,https://www.youtube.com/embed/GEuDawf6PNM
830,The Rum Diary,Comedy | Drama,"Tired of the noise and madness of New York and the crushing conventions of late Eisenhower-era America, itinerant journalist Paul Kemp travels to the pristine island of Puerto Rico to write for a local San Juan newspaper run by the downtrodden editor Lotterman. Adopting the rum-soaked lifestyle of the late ‘50s version of Hemingway’s 'The Lost Generation', Paul soon becomes entangled with a very attractive American woman and her fiancée, a businessman involved in shady property development deals.  It is within this world that Kemp ultimately discovers his true voice as a writer and integrity as a man.",Bruce Robinson,"Johnny Depp, Amber Heard, Aaron Eckhart, Michael Rispoli, Giovanni Ribisi",120,13/10/2011,5.883,/static/posters/The_Rum_Diary.jpg,https://www.youtube.com/embed/-m0yqS3jodU
831,A Princess for Christmas,Comedy | Family | TV Movie | Romance | Drama,"After her sister and brother-in-law's tragic deaths, an American woman who is the guardian for her young niece and nephew is invited to a royal European castle for Christmas by her late brother-in-law's father, the Duke of Castlebury. Feeling out of place as a commoner, she is determined to give her family a merry Christmas and surprises herself when she falls for a handsome prince.",Michael Damian,"Katie McGrath, Sam Heughan, Miles Richardson, Charlotte Salt, Travis Turner",91,03/12/2011,7,/static/posters/A_Princess_for_Christmas.jpg,https://www.youtube.com/embed/UeqkKQv5SiY
832,Lan Kwai Fong,Drama,"Lan Kwai Fong (LKF), a well-known party location in Hong Kong with loads of nightclubs and bars. Everyone likes to go to LKF for fun, one night stands or even true love. LKF has captured the joys and sorrows of many... One night, Steven - a regular of LKF met the flight attendant - Jennifer. They had sex on the first night they met but both could feel love come along. They had another date on New Year's Eve. Unfortunately, misunderstanding tore them apart and Jennifer decided to disappear from LKF. After eight months, Steven meets with Jennifer again and hopes to restart a relationship with her. However, Jennifer is no longer single, she's now his boss, Leslie's girlfriend. At the same time, Steven receives a call that his close friend collapsed and had to be sent to hospital. His friend encouraged him to follow his heart. When he finally decides to tell Jennifer about his feelings...",Wilson Chin Kwok-Wai,"Chen Zhi-Ming, Shiga Lin Si-Nga, Jeana Ho Pui-Yu, Jason Chan Pak-Yu, Dada Chan",97,15/09/2011,4.2,/static/posters/Lan_Kwai_Fong.jpg,https://www.youtube.com/embed/H-REU5TsJWw
833,EVA,Science Fiction | Drama,"In 2041, humans live side-by-side with robots and androids. A well-known cybernetic engineer, Alex Garel, returns to his hometown to create a new model of robot child.",Kike Maíllo,"Daniel Brühl, Marta Etura, Alberto Ammann, Claudia Vega, Anne Canovas",94,06/10/2011,6.408,/static/posters/EVA.jpg,https://www.youtube.com/embed/GaBX2sY6V2E
834,Children...,Crime | Thriller | Drama,"On March 26, 1991, five boys set off to the mountain to go frog hunting and never come back to their family. While a documentary producer, detective and professor try to solve the mystery of the incident, one of the boys' parents is a suspect.",Lee Kyu-man,"Park Yong-woo, Ryu Seung-ryong, Sung Ji-ru, Kim Yeo-jin, Sung Dong-il",132,17/02/2011,7.327,/static/posters/Children....jpg,https://www.youtube.com/embed/lcmK9Qd2oJM
835,Restless,Drama | Romance,"Two outsiders, both shaped by the circumstances that have brought them together, forge a deep and lasting love.",Gus Van Sant,"Mia Wasikowska, Henry Hopper, Ryo Kase, Schuyler Fisk, Jane Adams",91,16/09/2011,6.5,/static/posters/Restless.jpg,https://www.youtube.com/embed/pzUKbPAynxU
836,Osthe,Action | Comedy | Drama | Romance,"A police officer faces challenges from his family, gangsters and politicians and what happens in the end forms the crux of the story.",Dharani,"Silambarasan, Richa Gangopadhyay, Santhanam, Jithan Ramesh, Sonu Sood",157,22/11/2011,4.05,/static/posters/Osthe.jpg,https://www.youtube.com/embed/xyD36aHaPNA
837,Quick,Action | Crime | Thriller | Comedy,A biker is forced to deliver a ticking time bomb by a mysterious caller who has put an explosive helmet on his ex-girlfriend.,Cho Beom-gu,"Lee Min-ki, Kang Ye-won, Kim In-kwon, Ko Chang-seok, Kim Byung-chul",115,20/07/2011,6,/static/posters/Quick.jpg,https://www.youtube.com/embed/C3G85mG_OlM
838,Salt N' Pepper,Comedy | Romance,"Kalidasan, a foodie, receives a phone call not intended for him. He finds that the person at the other end, Maya, is also fond of food and cooking. Soon they develop feelings for each other.",Aashiq Abu,"Lal, Shweta Menon, Asif Ali, Mythili, Baburaj",132,08/09/2011,7.2,/static/posters/Salt_N'_Pepper.jpg,https://www.youtube.com/embed/hMZtNKedYEU
